Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
4436,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.18,1.0,0.8,-3.6
4437,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.38,7.0,0.2,2.74
4438,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.41,3.0,0.8,-71.3
4452,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5.0,0.0,8.64
4454,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.17,5.0,0.15,225.74
4455,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4.0,0.0,0.56
4456,US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.57,2.0,0.2,-12.96
4457,US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.37,2.0,0.2,2.15
4458,CA-2017-115175,2017-08-07,2017-08-12,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,California,95123,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5.0,0.0,114.94
4466,CA-2015-163895,2015-08-07,2015-08-11,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1\"",3.30""",1.0,0.2,1.12,0.0
4471,CA-2017-156895,2017-05-08,2017-05-12,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.06,3.0,0.3,-23.78
4481,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7.0,0.0,5.04
4482,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2.0,0.0,14.3
4483,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1\ Binders""",43.58,12.0,0.2,15.8
4484,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3.0,0.0,56.98
4485,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.3,2.0,0.2,3.02
4486,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3.0,0.0,9.33
4487,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3.0,0.0,150.98
4488,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2\ X 14\"" 7/8\""""",16.27,5.0,0.8,-25.22
4489,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9.0,0.2,-14.69
4490,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1\"",4.47""",3.0,0.8,-7.82,0.0
4492,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.99,2.0,0.4,110.0
4493,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.13,2.0,0.2,1.42
4494,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.29,7.0,0.2,12.7
4495,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6.0,0.3,-51.98
4498,CA-2017-155075,2017-12-02,2017-12-09,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.18,4.0,0.7,-462.86
4513,CA-2016-118969,2016-10-02,2016-10-03,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.79,6.0,0.7,-40.18
4514,CA-2016-145240,2016-09-06,2016-09-08,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.78,1.0,0.2,0.81
4524,CA-2014-107454,2014-11-02,2014-11-06,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7.0,0.0,16.04
4525,CA-2014-107454,2014-11-02,2014-11-06,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6.0,0.0,24.12
4529,CA-2017-152856,2017-09-08,2017-09-10,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Marion,Ohio,43302,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.83,4.0,0.2,33.59
4533,CA-2014-140403,2014-10-10,2014-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3.0,0.2,13.76
4534,CA-2014-140403,2014-10-10,2014-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8\ x 9 1/2\"" Security-Tint Envelopes""",15.28,2.0,0.0,7.49
4536,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",15.84,3.0,0.0,4.91
4537,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86.38,3.0,0.2,30.23
4538,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3.0,0.0,6.2
4539,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4.0,0.0,4.33
4560,CA-2014-110219,2014-05-05,2014-05-08,First Class,EB-13870,Emily Burns,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.87,3.0,0.3,-9.13
4561,CA-2015-118871,2015-12-04,2015-12-09,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3.0,0.0,122.15
4562,CA-2015-118871,2015-12-04,2015-12-09,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.35,3.0,0.2,8.28
4563,CA-2015-118871,2015-12-04,2015-12-09,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",36.4,5.0,0.0,13.83
4566,US-2017-149510,2017-12-03,2017-12-10,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.22,3.0,0.2,4.52
4567,US-2017-149510,2017-12-03,2017-12-10,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2\ x 11\""""",28.78,6.0,0.7,-21.11
4583,CA-2016-121993,2016-06-10,2016-06-12,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.62,8.0,0.2,7.97
4585,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7.0,0.0,38.29
4586,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,5.0,0.0,4.22
4587,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.35,6.0,0.2,206.62
4588,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3.0,0.0,0.17
4589,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,3.0,0.0,10.51
4590,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,7.0,0.0,22.63
4597,CA-2016-140564,2016-12-05,2016-12-10,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,20016,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,8.0,0.0,13.23
4615,CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,3.0,0.8,-166.39
4616,CA-2016-144540,2016-09-05,2016-09-10,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9.0,0.2,4.27
4617,CA-2015-159863,2015-09-04,2015-09-07,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.38,3.0,0.2,6.72
4622,CA-2015-161214,2015-10-05,2015-10-08,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,19805,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,5.0,0.0,21.71
4632,CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,5.0,0.0,24.84
4633,CA-2017-168396,2017-08-03,2017-08-08,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3.0,0.0,11.16
4644,CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.37,2.0,0.2,2.15
4645,CA-2015-147501,2015-08-02,2015-08-06,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2.0,0.2,41.88
4651,CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5.0,0.0,114.94
4652,CA-2017-150987,2017-04-08,2017-04-12,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,4.0,0.0,97.88
4656,CA-2014-160738,2014-05-05,2014-05-10,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.25,2.0,0.2,3.96
4657,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.9,2.0,0.2,14.23
4658,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.7,2.0,0.2,6.52
4659,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.97,2.0,0.2,2.89
4660,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,7.0,0.2,2.05
4661,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.55,3.0,0.2,-0.34
4662,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.12,6.0,0.3,-36.18
4663,CA-2015-112130,2015-05-03,2015-05-07,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.75,3.0,0.2,-9.59
4669,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10.0,0.8,-18.8
4670,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.46,7.0,0.32,-119.19
4671,US-2017-133200,2017-05-06,2017-05-11,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,5.0,0.2,-57.95
4683,CA-2016-127698,2016-12-01,2016-12-01,Same Day,MV-18190,Mike Vittorini,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,863.93,9.0,0.2,86.39
4717,CA-2017-143126,2017-12-03,2017-12-07,Second Class,CM-12655,Corinna Mitchell,Home Office,United States,Seattle,Washington,98115,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",521.96,2.0,0.0,88.73
4719,CA-2015-109736,2015-10-10,2015-10-11,First Class,DJ-13420,Denny Joy,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,45.36,7.0,0.0,21.77
4722,CA-2014-106229,2014-06-07,2014-06-11,Second Class,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.94,3.0,0.5,-209.77
4723,US-2017-135230,2017-09-01,2017-09-07,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58,1.0,0.0,2.96
4729,CA-2014-123323,2014-11-07,2014-11-12,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,123.14,7.0,0.2,46.18
4735,CA-2016-120530,2016-04-07,2016-04-12,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,New York City,New York,10035,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",658.75,3.0,0.1,146.39
4744,CA-2017-168123,2017-03-05,2017-03-05,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2.0,0.0,2.53
4745,CA-2017-168123,2017-03-05,2017-03-05,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,221.16,4.0,0.0,57.5
4746,CA-2017-168123,2017-03-05,2017-03-05,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,127.96,2.0,0.0,62.7
4747,CA-2017-168123,2017-03-05,2017-03-05,Same Day,JD-16060,Julia Dunbar,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,18.69,3.0,0.0,9.16
4748,CA-2016-120005,2016-03-03,2016-03-03,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5\ Scissors""",25.35,3.0,0.0,7.61
4749,CA-2016-120005,2016-03-03,2016-03-03,Same Day,TS-21160,Theresa Swint,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10\ Spectator Wall Clock""",35.28,3.0,0.0,12.0
4751,CA-2016-127649,2016-10-07,2016-10-09,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,99207,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3.0,0.2,62.82
4755,CA-2017-126354,2017-02-03,2017-02-08,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,3.88,2.0,0.7,-2.59
4756,CA-2017-126354,2017-02-03,2017-02-08,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Pembroke Pines,Florida,33024,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.3,3.0,0.2,40.35
4759,CA-2014-121573,2014-11-03,2014-11-07,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,783.96,4.0,0.0,219.51
4760,CA-2014-121573,2014-11-03,2014-11-07,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,48.9,2.0,0.2,18.34
4767,CA-2015-123155,2015-03-09,2015-03-12,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52,5.0,0.2,29.8
4768,CA-2015-123155,2015-03-09,2015-03-12,First Class,NS-18640,Noel Staavos,Corporate,United States,San Antonio,Texas,78207,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,359.88,3.0,0.2,22.49
4769,CA-2017-158883,2017-06-02,2017-06-03,Same Day,CS-11860,Cari Schnelling,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,25.34,4.0,0.2,9.19
4779,CA-2017-132346,2017-11-07,2017-11-11,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Newark,Delaware,19711,East,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,100.94,7.0,0.0,33.31
4780,CA-2014-150301,2014-07-08,2014-07-10,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215,East,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.88,1.0,0.1,10.65
4781,CA-2014-159310,2014-11-07,2014-11-12,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.14,4.0,0.3,0.0
4782,CA-2014-159310,2014-11-07,2014-11-12,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.48,3.0,0.8,-2.21
4783,CA-2014-159310,2014-11-07,2014-11-12,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,40.71,7.0,0.2,3.56
4815,CA-2016-111696,2016-05-08,2016-05-10,First Class,TB-21625,Trudy Brown,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,17.94,3.0,0.0,8.07
4821,CA-2015-140025,2015-04-07,2015-04-11,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,463.25,8.0,0.8,-1181.28
4822,CA-2015-140025,2015-04-07,2015-04-11,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.95,6.0,0.2,47.99
4823,CA-2016-134222,2016-07-10,2016-07-11,Same Day,NZ-18565,Nick Zandusky,Home Office,United States,Yuma,Arizona,85364,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,44.86,6.0,0.7,-35.88
4828,CA-2014-152562,2014-11-01,2014-11-08,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2.0,0.0,19.47
4829,CA-2014-152562,2014-11-01,2014-11-08,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,Richmond,Kentucky,40475,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",5.64,3.0,0.0,1.64
4831,CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,245.88,6.0,0.0,68.85
4832,CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,3.0,0.0,9.89
4833,CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2.0,0.0,5.87
4834,CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1\"",12.39""",3.0,0.0,5.82,0.0
